abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,classfication,defense,hp,japanese_name,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary,version
['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,Clay Doll Pokémon,55,40,Yajilonヤジロン,Baltoy,343,40,70,55,ground,psychic,3,0,"Sapphire, Ruby and Emerald"
['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,Clay Doll Pokémon,105,60,Nendollネンドール,Claydol,344,70,120,75,ground,psychic,3,0,"Sapphire, Ruby and Emerald"
"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,Sea Lily Pokémon,77,66,Lilylaリリーラ,Lileep,345,61,87,23,rock,grass,3,0,"Sapphire, Ruby and Emerald"
"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,Barnacle Pokémon,97,86,Yuradleユレイドル,Cradily,346,81,107,43,rock,grass,3,0,"Sapphire, Ruby and Emerald"
"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,Old Shrimp Pokémon,50,45,Anopthアノプス,Anorith,347,40,50,75,rock,bug,3,0,"Sapphire, Ruby and Emerald"
"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,Plate Pokémon,100,75,Armaldoアーマルド,Armaldo,348,70,80,45,rock,bug,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,Fish Pokémon,20,20,Hinbassヒンバス,Feebas,349,10,55,80,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,Tender Pokémon,79,95,Milokarossミロカロス,Milotic,350,100,125,81,water,none,3,0,"Sapphire, Ruby and Emerald"
['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,Weather Pokémon,70,70,Powalenポワルン,Castform,351,70,70,70,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,Color Swap Pokémon,70,60,Kakureonカクレオン,Kecleon,352,60,120,40,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,Puppet Pokémon,35,44,Kagebouzuカゲボウズ,Shuppet,353,63,33,45,ghost,none,3,0,"Sapphire, Ruby and Emerald"
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,Marionette Pokémon,75,64,Juppetaジュペッタ,Banette,354,93,83,75,ghost,none,3,0,"Sapphire, Ruby and Emerald"
"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,Requiem Pokémon,90,20,Yomawaruヨマワル,Duskull,355,30,90,25,ghost,none,3,0,"Sapphire, Ruby and Emerald"
"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,Beckon Pokémon,130,40,Samayouruサマヨール,Dusclops,356,60,130,25,ghost,none,3,0,"Sapphire, Ruby and Emerald"
"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,Fruit Pokémon,83,99,Tropiusトロピウス,Tropius,357,72,87,51,grass,flying,3,0,"Sapphire, Ruby and Emerald"
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,Wind Chime Pokémon,80,75,Chireanチリーン,Chimecho,358,95,90,65,psychic,none,3,0,"Sapphire, Ruby and Emerald"
"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,Disaster Pokémon,60,65,Absolアブソル,Absol,359,115,60,115,dark,none,3,0,"Sapphire, Ruby and Emerald"
"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,Bright Pokémon,48,95,Sohnanoソーナノ,Wynaut,360,23,48,23,psychic,none,3,0,"Sapphire, Ruby and Emerald"
"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,Snow Hat Pokémon,50,50,Yukiwarashiユキワラシ,Snorunt,361,50,50,50,ice,none,3,0,"Sapphire, Ruby and Emerald"
"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,Face Pokémon,80,80,Onigohriオニゴーリ,Glalie,362,120,80,100,ice,none,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,Clap Pokémon,50,70,Tamazarashiタマザラシ,Spheal,363,55,50,25,ice,water,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,Ball Roll Pokémon,70,90,Todogglerトドグラー,Sealeo,364,75,70,45,ice,water,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,Ice Break Pokémon,90,110,Todoserugaトドゼルガ,Walrein,365,95,90,65,ice,water,3,0,"Sapphire, Ruby and Emerald"
"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,Bivalve Pokémon,85,35,Pearluluパールル,Clamperl,366,74,55,32,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,Deep Sea Pokémon,105,55,Huntailハンテール,Huntail,367,94,75,52,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,South Sea Pokémon,105,55,Sakurabyssサクラビス,Gorebyss,368,114,75,52,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,Longevity Pokémon,130,100,Glanthジーランス,Relicanth,369,45,65,55,water,rock,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,Rendezvous Pokémon,55,43,Lovecusラブカス,Luvdisc,370,40,65,97,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Rock Head', 'Sheer Force']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,Rock Head Pokémon,60,45,Tatsubayタツベイ,Bagon,371,40,30,50,dragon,none,3,0,"Sapphire, Ruby and Emerald"
"['Rock Head', 'Overcoat']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,Endurance Pokémon,100,65,Komoruuコモルー,Shelgon,372,60,50,50,dragon,none,3,0,"Sapphire, Ruby and Emerald"
"['Intimidate', 'Moxie']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,Dragon Pokémon,130,95,Bohmanderボーマンダ,Salamence,373,120,90,120,dragon,flying,3,0,"Sapphire, Ruby and Emerald"
"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,Iron Ball Pokémon,80,40,Dumbberダンバル,Beldum,374,35,60,30,steel,psychic,3,0,"Sapphire, Ruby and Emerald"
"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,Iron Claw Pokémon,100,60,Metangメタング,Metang,375,55,80,50,steel,psychic,3,0,"Sapphire, Ruby and Emerald"
"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,Iron Leg Pokémon,150,80,Metagrossメタグロス,Metagross,376,105,110,110,steel,psychic,3,0,"Sapphire, Ruby and Emerald"
"['Clear Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,Rock Peak Pokémon,200,80,Regirockレジロック,Regirock,377,50,100,50,rock,none,3,1,"Sapphire, Ruby and Emerald"
"['Clear Body', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,Iceberg Pokémon,100,80,Regiceレジアイス,Regice,378,100,200,50,ice,none,3,1,"Sapphire, Ruby and Emerald"
"['Clear Body', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,Iron Pokémon,150,80,Registeelレジスチル,Registeel,379,75,150,50,steel,none,3,1,"Sapphire, Ruby and Emerald"
['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,Eon Pokémon,120,80,Latiasラティアス,Latias,380,140,150,110,dragon,psychic,3,1,"Sapphire, Ruby and Emerald"
['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,Eon Pokémon,100,80,Latiosラティオス,Latios,381,160,120,110,dragon,psychic,3,1,"Sapphire, Ruby and Emerald"
['Drizzle'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,Sea Basin Pokémon,90,100,Kyogreカイオーガ,Kyogre,382,180,160,90,water,none,3,1,"Sapphire, Ruby and Emerald"
['Drought'],1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,Continent Pokémon,160,100,Groudonグラードン,Groudon,383,150,90,90,ground,none,3,1,"Sapphire, Ruby and Emerald"
['Air Lock'],0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,Sky High Pokémon,100,105,Rayquazaレックウザ,Rayquaza,384,180,100,115,dragon,flying,3,1,"Sapphire, Ruby and Emerald"
['Serene Grace'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,Wish Pokémon,100,100,Jirachiジラーチ,Jirachi,385,100,100,100,steel,psychic,3,1,"Sapphire, Ruby and Emerald"
['Pressure'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,DNA Pokémon,90,50,Deoxysデオキシス,Deoxys,386,95,90,180,psychic,none,3,1,"Sapphire, Ruby and Emerald"
"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,Tiny Leaf Pokémon,64,55,Naetleナエトル,Turtwig,387,45,55,31,grass,none,4,0,"Diamond, Pearl and Platinum"
"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,Grove Pokémon,85,75,Hayashigameハヤシガメ,Grotle,388,55,65,36,grass,none,4,0,"Diamond, Pearl and Platinum"
"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,Continent Pokémon,105,95,Dodaitoseドダイトス,Torterra,389,75,85,56,grass,ground,4,0,"Diamond, Pearl and Platinum"
"['Blaze', 'Iron Fist']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,Chimp Pokémon,44,44,Hikozaruヒコザル,Chimchar,390,58,44,61,fire,none,4,0,"Diamond, Pearl and Platinum"
"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,Playful Pokémon,52,64,Moukazaruモウカザル,Monferno,391,78,52,81,fire,fighting,4,0,"Diamond, Pearl and Platinum"
"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,Flame Pokémon,71,76,Goukazaruゴウカザル,Infernape,392,104,71,108,fire,fighting,4,0,"Diamond, Pearl and Platinum"
"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,Penguin Pokémon,53,53,Pochamaポッチャマ,Piplup,393,61,56,40,water,none,4,0,"Diamond, Pearl and Platinum"
"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,Penguin Pokémon,68,64,Pottaishiポッタイシ,Prinplup,394,81,76,50,water,none,4,0,"Diamond, Pearl and Platinum"
"['Torrent', 'Defiant']",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,Emperor Pokémon,88,84,Emperteエンペルト,Empoleon,395,111,101,60,water,steel,4,0,"Diamond, Pearl and Platinum"
"['Keen Eye', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,Starling Pokémon,30,40,Mukkuruムックル,Starly,396,30,30,60,normal,flying,4,0,"Diamond, Pearl and Platinum"
"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,Starling Pokémon,50,55,Mukubirdムクバード,Staravia,397,40,40,80,normal,flying,4,0,"Diamond, Pearl and Platinum"
"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,Predator Pokémon,70,85,Mukuhawkムクホーク,Staraptor,398,50,60,100,normal,flying,4,0,"Diamond, Pearl and Platinum"
"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,Plump Mouse Pokémon,40,59,Bippaビッパ,Bidoof,399,35,40,31,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,Beaver Pokémon,60,79,Beadaruビーダル,Bibarel,400,55,60,71,normal,water,4,0,"Diamond, Pearl and Platinum"
"['Shed Skin', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,Cricket Pokémon,41,37,Korobohshiコロボーシ,Kricketot,401,25,41,25,bug,none,4,0,"Diamond, Pearl and Platinum"
"['Swarm', 'Technician']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,Cricket Pokémon,51,77,Korotockコロトック,Kricketune,402,55,51,65,bug,none,4,0,"Diamond, Pearl and Platinum"
"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,Flash Pokémon,34,45,Kolinkコリンク,Shinx,403,40,34,45,electric,none,4,0,"Diamond, Pearl and Platinum"
"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,Spark Pokémon,49,60,Luxioルクシオ,Luxio,404,60,49,60,electric,none,4,0,"Diamond, Pearl and Platinum"
"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,Gleam Eyes Pokémon,79,80,Rentorarレントラー,Luxray,405,95,79,70,electric,none,4,0,"Diamond, Pearl and Platinum"
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,Bud Pokémon,35,40,Subomieスボミー,Budew,406,50,70,55,grass,poison,4,0,"Diamond, Pearl and Platinum"
"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,Bouquet Pokémon,65,60,Roseradeロズレイド,Roserade,407,125,105,90,grass,poison,4,0,"Diamond, Pearl and Platinum"
"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,Head Butt Pokémon,40,67,Zugaidosズガイドス,Cranidos,408,30,30,58,rock,none,4,0,"Diamond, Pearl and Platinum"
"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,Head Butt Pokémon,60,97,Rampaldラムパルド,Rampardos,409,65,50,58,rock,none,4,0,"Diamond, Pearl and Platinum"
"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,Shield Pokémon,118,30,Tatetopsタテトプス,Shieldon,410,42,88,30,rock,steel,4,0,"Diamond, Pearl and Platinum"
"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,Shield Pokémon,168,60,Toridepsトリデプス,Bastiodon,411,47,138,30,rock,steel,4,0,"Diamond, Pearl and Platinum"
"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,Bagworm Pokémon,45,40,Minomucchiミノムッチ,Burmy,412,29,45,36,bug,none,4,0,"Diamond, Pearl and Platinum"
"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,Bagworm Pokémon,95,60,Minomadam (kusaki No Mino)ミノマダム,Wormadam,413,69,95,36,bug,grass,4,0,"Diamond, Pearl and Platinum"
"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,Moth Pokémon,50,70,Gamaleガーメイル,Mothim,414,94,50,66,bug,flying,4,0,"Diamond, Pearl and Platinum"
"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,Tiny Bee Pokémon,42,30,Mitsuhoneyミツハニー,Combee,415,30,42,70,bug,flying,4,0,"Diamond, Pearl and Platinum"
"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,Beehive Pokémon,102,70,Beequenビークイン,Vespiquen,416,80,102,40,bug,flying,4,0,"Diamond, Pearl and Platinum"
"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,EleSquirrel Pokémon,70,60,Pachirisuパチリス,Pachirisu,417,45,90,95,electric,none,4,0,"Diamond, Pearl and Platinum"
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,Sea Weasel Pokémon,35,55,Buoyselブイゼル,Buizel,418,60,30,85,water,none,4,0,"Diamond, Pearl and Platinum"
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,Sea Weasel Pokémon,55,85,Floazelフローゼル,Floatzel,419,85,50,115,water,none,4,0,"Diamond, Pearl and Platinum"
['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,Cherry Pokémon,45,45,Cherinboチェリンボ,Cherubi,420,62,53,35,grass,none,4,0,"Diamond, Pearl and Platinum"
['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,Blossom Pokémon,70,70,Cherrimチェリム,Cherrim,421,87,78,85,grass,none,4,0,"Diamond, Pearl and Platinum"
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,Sea Slug Pokémon,48,76,Karanakushiカラナクシ,Shellos,422,57,62,34,water,none,4,0,"Diamond, Pearl and Platinum"
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,Sea Slug Pokémon,68,111,Tritodonトリトドン,Gastrodon,423,92,82,39,water,ground,4,0,"Diamond, Pearl and Platinum"
"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,Long Tail Pokémon,66,75,Etebothエテボース,Ambipom,424,60,66,115,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,Balloon Pokémon,34,90,Fuwanteフワンテ,Drifloon,425,60,44,70,ghost,flying,4,0,"Diamond, Pearl and Platinum"
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,Blimp Pokémon,44,150,Fuwarideフワライド,Drifblim,426,90,54,80,ghost,flying,4,0,"Diamond, Pearl and Platinum"
"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,Rabbit Pokémon,44,55,Mimirolミミロル,Buneary,427,44,56,85,normal,none,4,0,"Diamond, Pearl and Platinum"
"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,Rabbit Pokémon,94,65,Mimilopミミロップ,Lopunny,428,54,96,135,normal,none,4,0,"Diamond, Pearl and Platinum"
['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,Magical Pokémon,60,60,Mumargiムウマージ,Mismagius,429,105,105,105,ghost,none,4,0,"Diamond, Pearl and Platinum"
